# Station: FINO1
# Parameter: Windrichtung_50m
# Unit: degree
# Titles:
Time	Value	Minimum	Maximum	Variance	Quality
# Data:
2013-12-20 00:00:00	194.47	-999.99	199.56	2.61	2
2013-12-20 00:10:00	190.64	-999.99	195.69	2.55	2
2013-12-20 00:20:00	191.57	-999.99	198.08	2.82	2
2013-12-20 00:30:00	193.73	-999.99	199.81	2.93	2
2013-12-20 00:40:00	193.28	-999.99	199.52	2.87	2
2013-12-20 00:50:00	192.47	-999.99	198.24	2.83	2
2013-12-20 01:00:00	193.57	-999.99	198.78	2.61	2
2013-12-20 01:10:00	192.41	-999.99	198.04	3.14	2
2013-12-20 01:20:00	190.64	-999.99	196.37	2.58	2
2013-12-20 01:30:00	188.42	-999.99	194.63	2.43	2
2013-12-20 01:40:00	190.38	-999.99	196.63	2.78	2
2013-12-20 01:50:00	192.79	-999.99	198.82	2.55	2
2013-12-20 02:00:00	192.5	-999.99	199.01	2.97	2
2013-12-20 02:10:00	193.99	-999.99	200.14	3.28	2
2013-12-20 02:20:00	192.7	-999.99	199.78	3.25	2
2013-12-20 02:30:00	194.02	-999.99	200.23	2.97	2
2013-12-20 02:40:00	192.86	-999.99	199.78	3.15	2
2013-12-20 02:50:00	195.43	-999.99	202.71	3.79	2
2013-12-20 03:00:00	195.98	-999.99	202.74	2.86	2
2013-12-20 03:10:00	195.76	-999.99	202.39	2.69	2
2013-12-20 03:20:00	195.53	-999.99	203.16	3.33	2
2013-12-20 03:30:00	195.56	-999.99	202.39	3.03	2
2013-12-20 03:40:00	190.77	-999.99	197.08	2.61	2
2013-12-20 03:50:00	192.18	-999.99	197.82	2.75	2
2013-12-20 04:00:00	196.66	-999.99	203.65	3.64	2
2013-12-20 04:10:00	200.55	-999.99	207.9	3.5	2
2013-12-20 04:20:00	201.97	-999.99	209.05	3.52	2
2013-12-20 04:30:00	205.74	-999.99	213.95	3.48	2
2013-12-20 04:40:00	209.25	-999.99	217.23	3.42	2
2013-12-20 04:50:00	207.57	-999.99	213.6	2.94	2
2013-12-20 05:00:00	207.35	-999.99	212.85	2.86	2
2013-12-20 05:10:00	209.12	-999.99	214.82	3.12	2
2013-12-20 05:20:00	207.61	-999.99	213.82	2.68	2
2013-12-20 05:30:00	208.67	-999.99	214.72	2.83	2
2013-12-20 05:40:00	207.12	-999.99	213.95	3.24	2
2013-12-20 05:50:00	210.41	-999.99	217.27	3.14	2
2013-12-20 06:00:00	211.41	-999.99	218.07	2.87	2
2013-12-20 06:10:00	211.44	-999.99	218.68	3.44	2
2013-12-20 06:20:00	213.6	-999.99	220.68	3.45	2
2013-12-20 06:30:00	214.82	-999.99	222.13	3.18	2
2013-12-20 06:40:00	223.19	-999.99	231.47	6.41	2
2013-12-20 06:50:00	246.16	-999.99	253.79	6.66	2
2013-12-20 07:00:00	244.8	-999.99	250.37	3.98	2
2013-12-20 07:10:00	241.96	-999.99	249.01	3.89	2
2013-12-20 07:20:00	241.77	-999.99	247.28	2.9	2
2013-12-20 07:30:00	236.14	-999.99	243.54	3.44	2
2013-12-20 07:40:00	239.29	-999.99	245.86	2.88	2
2013-12-20 07:50:00	237.55	-999.99	242.64	3.12	2
2013-12-20 08:00:00	241.51	-999.99	247.24	2.78	2
2013-12-20 08:10:00	239.07	-999.99	244.77	2.64	2
2013-12-20 08:20:00	236.39	-999.99	243.41	3.2	2
2013-12-20 08:30:00	239.71	-999.99	244.67	2.68	2
2013-12-20 08:40:00	236.81	-999.99	243.83	4.46	2
2013-12-20 08:50:00	236.26	-999.99	242.93	3.13	2
2013-12-20 09:00:00	234.69	-999.99	240.1	2.86	2
2013-12-20 09:10:00	233.91	-999.99	239.39	2.55	2
2013-12-20 09:20:00	235.07	-999.99	241.19	3.91	2
2013-12-20 09:30:00	232.85	-999.99	237.91	2.44	2
2013-12-20 09:40:00	235.17	-999.99	240.42	2.75	2
2013-12-20 09:50:00	232.59	-999.99	238.65	3.63	2
2013-12-20 10:00:00	229.79	-999.99	235.68	2.73	2
2013-12-20 10:10:00	229.34	-999.99	234.46	2.35	2
2013-12-20 10:20:00	231.88	-999.99	239.19	4.18	2
2013-12-20 10:30:00	235.97	-999.99	243.15	3.02	2
2013-12-20 10:40:00	235.14	-999.99	240.8	2.86	2
2013-12-20 10:50:00	237.29	-999.99	242.58	2.7	2
2013-12-20 11:00:00	234.69	-999.99	241.06	3.08	2
2013-12-20 11:10:00	236.55	-999.99	243.09	3.21	2
2013-12-20 11:20:00	236.23	-999.99	242.9	3.66	2
2013-12-20 11:30:00	235.04	-999.99	241.87	3.43	2
2013-12-20 11:40:00	238.04	-999.99	245.02	3.14	2
2013-12-20 11:50:00	240.93	-999.99	246.63	3.18	2
2013-12-20 12:00:00	240.06	-999.99	245.44	3.01	2
2013-12-20 12:10:00	240.77	-999.99	246.76	2.99	2
2013-12-20 12:20:00	241.74	-999.99	248.79	3.65	2
2013-12-20 12:30:00	240.77	-999.99	246.95	3.18	2
2013-12-20 12:40:00	241.61	-999.99	247.47	2.73	2
2013-12-20 12:50:00	245.18	-999.99	251.66	3.4	2
2013-12-20 13:00:00	244.31	-999.99	250.94	4	2
2013-12-20 13:10:00	246.63	-999.99	254.49	4.14	2
2013-12-20 13:20:00	248.31	-999.99	255.13	3.33	2
2013-12-20 13:30:00	247.6	-999.99	253.97	3.25	2
2013-12-20 13:40:00	247.21	-999.99	253.01	2.75	2
2013-12-20 13:50:00	248.66	-999.99	255.33	3.67	2
2013-12-20 14:00:00	247.6	-999.99	254.84	3.09	2
2013-12-20 14:10:00	246.76	-999.99	252.78	2.85	2
2013-12-20 14:20:00	246.89	-999.99	253.49	3.55	2
2013-12-20 14:30:00	251.69	-999.99	258.42	2.69	2
2013-12-20 14:40:00	249.56	-999.99	255.94	3.37	2
2013-12-20 14:50:00	246.25	-999.99	252.17	2.51	2
2013-12-20 15:00:00	247.02	-999.99	253.91	3.2	2
2013-12-20 15:10:00	250.3	-999.99	257	3.52	2
2013-12-20 15:20:00	249.21	-999.99	255.84	3.32	2
2013-12-20 15:30:00	244.93	-999.99	251.46	3.04	2
2013-12-20 15:40:00	238.74	-999.99	244.44	4	2
2013-12-20 15:50:00	237.23	-999.99	244.83	3.55	2
2013-12-20 16:00:00	238.2	-999.99	245.86	3.64	2
2013-12-20 16:10:00	238.33	-999.99	245.22	3.3	2
2013-12-20 16:20:00	239.39	-999.99	246.89	3.08	2
2013-12-20 16:30:00	236.07	-999.99	242.41	3.97	2
2013-12-20 16:40:00	231.69	-999.99	239.61	3.23	2
2013-12-20 16:50:00	231.11	-999.99	237.75	3	2
2013-12-20 17:00:00	231.89	-999.99	238.68	3.4	2
2013-12-20 17:10:00	232.5	-999.99	239.26	3.17	2
2013-12-20 17:20:00	231.08	-999.99	239.16	3.26	2
