# Station: FINO1
# Parameter: Windrichtung_90m
# Unit: degree
# Titles:
Time	Value	Minimum	Maximum	Variance	Quality
# Data:
2013-12-20 00:00:00	194.3	-999.99	-999.99	2.69	2
2013-12-20 00:10:00	190.6	-999.99	-999.99	1.87	2
2013-12-20 00:20:00	191.3	-999.99	-999.99	3.05	2
2013-12-20 00:30:00	193.6	-999.99	-999.99	2.75	2
2013-12-20 00:40:00	192.9	-999.99	-999.99	2.94	2
2013-12-20 00:50:00	192.2	-999.99	-999.99	2.96	2
2013-12-20 01:00:00	192.9	-999.99	-999.99	3.03	2
2013-12-20 01:10:00	191.7	-999.99	-999.99	3.73	2
2013-12-20 01:20:00	190.3	-999.99	-999.99	2.72	2
2013-12-20 01:30:00	187.8	-999.99	-999.99	2.91	2
2013-12-20 01:40:00	190.4	-999.99	-999.99	3.09	2
2013-12-20 01:50:00	192.6	-999.99	-999.99	2.82	2
2013-12-20 02:00:00	193.2	-999.99	-999.99	3.38	2
2013-12-20 02:10:00	193.3	-999.99	-999.99	3.26	2
2013-12-20 02:20:00	192.4	-999.99	-999.99	3.59	2
2013-12-20 02:30:00	193.5	-999.99	-999.99	3.52	2
2013-12-20 02:40:00	193.1	-999.99	-999.99	2.88	2
2013-12-20 02:50:00	195.7	-999.99	-999.99	4.17	2
2013-12-20 03:00:00	195.3	-999.99	-999.99	3.42	2
2013-12-20 03:10:00	195.1	-999.99	-999.99	3.82	2
2013-12-20 03:20:00	195.5	-999.99	-999.99	4.07	2
2013-12-20 03:30:00	194.8	-999.99	-999.99	2.88	2
2013-12-20 03:40:00	190.8	-999.99	-999.99	3.62	2
2013-12-20 03:50:00	192.1	-999.99	-999.99	3.17	2
2013-12-20 04:00:00	196.4	-999.99	-999.99	4.93	2
2013-12-20 04:10:00	201	-999.99	-999.99	3.61	2
2013-12-20 04:20:00	202.1	-999.99	-999.99	3.35	2
2013-12-20 04:30:00	206.2	-999.99	-999.99	4.52	2
2013-12-20 04:40:00	208.1	-999.99	-999.99	3.04	2
2013-12-20 04:50:00	207.7	-999.99	-999.99	2.93	2
2013-12-20 05:00:00	206.6	-999.99	-999.99	3.29	2
2013-12-20 05:10:00	209	-999.99	-999.99	3.25	2
2013-12-20 05:20:00	207.3	-999.99	-999.99	2.95	2
2013-12-20 05:30:00	208	-999.99	-999.99	3	2
2013-12-20 05:40:00	207.1	-999.99	-999.99	3.66	2
2013-12-20 05:50:00	210.2	-999.99	-999.99	3.14	2
2013-12-20 06:00:00	211.1	-999.99	-999.99	3.53	2
2013-12-20 06:10:00	211.7	-999.99	-999.99	3.78	2
2013-12-20 06:20:00	213.1	-999.99	-999.99	3.52	2
2013-12-20 06:30:00	215.6	-999.99	-999.99	3.85	2
2013-12-20 06:40:00	225.1	-999.99	-999.99	6.59	2
2013-12-20 06:50:00	245.1	-999.99	-999.99	5.65	2
2013-12-20 07:00:00	242.6	-999.99	-999.99	3.79	2
2013-12-20 07:10:00	240.1	-999.99	-999.99	3.2	2
2013-12-20 07:20:00	239.3	-999.99	-999.99	2.79	2
2013-12-20 07:30:00	235	-999.99	-999.99	2.8	2
2013-12-20 07:40:00	237.7	-999.99	-999.99	2.62	2
2013-12-20 07:50:00	236.2	-999.99	-999.99	2.98	2
2013-12-20 08:00:00	239.6	-999.99	-999.99	2.87	2
2013-12-20 08:10:00	237.1	-999.99	-999.99	2.55	2
2013-12-20 08:20:00	234.7	-999.99	-999.99	3.09	2
2013-12-20 08:30:00	237.9	-999.99	-999.99	2.8	2
2013-12-20 08:40:00	235.6	-999.99	-999.99	3.81	2
2013-12-20 08:50:00	235.1	-999.99	-999.99	2.33	2
2013-12-20 09:00:00	233.5	-999.99	-999.99	2.62	2
2013-12-20 09:10:00	233.2	-999.99	-999.99	2.77	2
2013-12-20 09:20:00	233.2	-999.99	-999.99	3.49	2
2013-12-20 09:30:00	232	-999.99	-999.99	2.2	2
2013-12-20 09:40:00	233.6	-999.99	-999.99	2.96	2
2013-12-20 09:50:00	230.7	-999.99	-999.99	3.11	2
2013-12-20 10:00:00	229	-999.99	-999.99	3.16	2
2013-12-20 10:10:00	228.3	-999.99	-999.99	2.42	2
2013-12-20 10:20:00	231.6	-999.99	-999.99	4.59	2
2013-12-20 10:30:00	234.2	-999.99	-999.99	3.41	2
2013-12-20 10:40:00	233.8	-999.99	-999.99	2.82	2
2013-12-20 10:50:00	235.6	-999.99	-999.99	3.41	2
2013-12-20 11:00:00	233.3	-999.99	-999.99	2.69	2
2013-12-20 11:10:00	234.4	-999.99	-999.99	3.05	2
2013-12-20 11:20:00	234.2	-999.99	-999.99	3.69	2
2013-12-20 11:30:00	233.4	-999.99	-999.99	3.21	2
2013-12-20 11:40:00	236.4	-999.99	-999.99	3.33	2
2013-12-20 11:50:00	239.3	-999.99	-999.99	3.04	2
2013-12-20 12:00:00	238.6	-999.99	-999.99	2.6	2
2013-12-20 12:10:00	238.1	-999.99	-999.99	3.04	2
2013-12-20 12:20:00	240.9	-999.99	-999.99	4.55	2
2013-12-20 12:30:00	238.7	-999.99	-999.99	3.92	2
