# Station: FINO1
# Parameter: Windgeschwindigkeit_70m
# Unit: m/s
# Titles:
Time	Value	Minimum	Maximum	Variance	Quality
# Data:
2013-12-20 00:00:00	11.05	9.32	-999	.6	2
2013-12-20 00:10:00	10.73	8.32	-999	.56	2
2013-12-20 00:20:00	10.67	8.57	-999	.82	2
2013-12-20 00:30:00	10.99	8.92	-999	.63	2
2013-12-20 00:40:00	10.6	8.97	-999	.62	2
2013-12-20 00:50:00	10.85	9.17	-999	.62	2
2013-12-20 01:00:00	11.25	9.48	-999	.63	2
2013-12-20 01:10:00	11.3	9.68	-999	.79	2
2013-12-20 01:20:00	12.62	10.44	-999	.74	2
2013-12-20 01:30:00	12.33	10.18	-999	.75	2
2013-12-20 01:40:00	12.12	10.23	-999	.65	2
2013-12-20 01:50:00	12.36	10.13	-999	.73	2
2013-12-20 02:00:00	12.25	9.93	-999	.76	2
2013-12-20 02:10:00	12.52	9.98	-999	.86	2
2013-12-20 02:20:00	12.54	10.03	-999	.85	2
2013-12-20 02:30:00	13.56	10.94	-999	.8	2
2013-12-20 02:40:00	13.75	11.39	-999	.77	2
2013-12-20 02:50:00	12.72	10.79	-999	.9	2
2013-12-20 03:00:00	13.57	11.04	-999	.89	2
2013-12-20 03:10:00	13.73	11.24	-999	.89	2
2013-12-20 03:20:00	13.76	11.39	-999	.82	2
2013-12-20 03:30:00	13.32	10.13	-999	.98	2
2013-12-20 03:40:00	14.35	11.75	-999	.82	2
2013-12-20 03:50:00	14.11	11.6	-999	1.01	2
2013-12-20 04:00:00	13.95	10.44	-999	1.12	2
2013-12-20 04:10:00	14.61	11.5	-999	1.09	2
2013-12-20 04:20:00	14.65	12.05	-999	.85	2
2013-12-20 04:30:00	14.8	11.8	-999	.92	2
2013-12-20 04:40:00	14.65	11.34	-999	1.07	2
2013-12-20 04:50:00	14.43	12.66	-999	.82	2
2013-12-20 05:00:00	14.18	11.9	-999	.87	2
2013-12-20 05:10:00	13.38	10.79	-999	.76	2
2013-12-20 05:20:00	13.66	11.45	-999	.71	2
2013-12-20 05:30:00	14.43	11.85	-999	.91	2
2013-12-20 05:40:00	14.1	11.04	-999	.86	2
2013-12-20 05:50:00	14.09	11.19	-999	.91	2
2013-12-20 06:00:00	14.07	11.55	-999	.87	2
2013-12-20 06:10:00	14.32	10.89	-999	1.11	2
2013-12-20 06:20:00	13.16	10.03	-999	1.08	2
2013-12-20 06:30:00	13.56	11.09	-999	.74	2
2013-12-20 06:40:00	11.42	9.53	-999	.7	2
2013-12-20 06:50:00	11.38	9.58	-999	.76	2
2013-12-20 07:00:00	12.41	10.38	-999	.65	2
2013-12-20 07:10:00	12.86	10.28	-999	.98	2
2013-12-20 07:20:00	13.77	11.04	-999	.71	2
2013-12-20 07:30:00	13.13	10.03	-999	.83	2
2013-12-20 07:40:00	13.56	10.79	-999	.88	2
2013-12-20 07:50:00	14.05	12	-999	.74	2
2013-12-20 08:00:00	13.91	11.75	-999	.76	2
2013-12-20 08:10:00	14.42	11.7	-999	.92	2
2013-12-20 08:20:00	13.85	11.65	-999	.68	2
2013-12-20 08:30:00	13.69	11.19	-999	.84	2
2013-12-20 08:40:00	14.38	11.29	-999	1.02	2
2013-12-20 08:50:00	13.9	11.14	-999	.9	2
2013-12-20 09:00:00	14.22	12.05	-999	.72	2
2013-12-20 09:10:00	13.68	11.65	-999	.67	2
2013-12-20 09:20:00	12.67	10.49	-999	.85	2
2013-12-20 09:30:00	14.04	11.75	-999	.63	2
2013-12-20 09:40:00	13.93	11.6	-999	.59	2
2013-12-20 09:50:00	14.43	12.2	-999	.64	2
2013-12-20 10:00:00	14.43	12.25	-999	.68	2
2013-12-20 10:10:00	14.59	12.15	-999	.59	2
2013-12-20 10:20:00	13.24	10.94	-999	.93	2
2013-12-20 10:30:00	14.66	12	-999	.84	2
2013-12-20 10:40:00	15.46	12.45	-999	.96	2
2013-12-20 10:50:00	15.18	13.21	-999	.77	2
2013-12-20 11:00:00	15.59	12.76	-999	.83	2
2013-12-20 11:10:00	14.21	11.09	-999	1.1	2
2013-12-20 11:20:00	14.48	11.39	-999	.94	2
2013-12-20 11:30:00	14.09	11.14	-999	1.14	2
2013-12-20 11:40:00	14.84	11.34	-999	1.69	2
2013-12-20 11:50:00	16.34	12.86	-999	.77	2
2013-12-20 12:00:00	16.15	12.51	-999	1.15	2
2013-12-20 12:10:00	14.74	11.6	-999	1.19	2
2013-12-20 12:20:00	15.03	12.51	-999	.85	2
2013-12-20 12:30:00	15.68	12.81	-999	1.01	2
2013-12-20 12:40:00	16	12.76	-999	1.09	2
2013-12-20 12:50:00	15.31	12.66	-999	.97	2
2013-12-20 13:00:00	14.94	11.9	-999	1	2
2013-12-20 13:10:00	15.26	12.35	-999	1.06	2
2013-12-20 13:20:00	15.61	12.96	-999	.83	2
2013-12-20 13:30:00	14.52	12.15	-999	.86	2
2013-12-20 13:40:00	15.69	12.2	-999	.82	2
2013-12-20 13:50:00	15.57	12.15	-999	1.28	2
2013-12-20 14:00:00	16.2	12.96	-999	1.09	2
2013-12-20 14:10:00	15.43	12.56	-999	1.23	2
2013-12-20 14:20:00	14.52	11.75	-999	1.05	2
2013-12-20 14:30:00	15.55	12.15	-999	.95	2
