# Station: FINO1
# Parameter: Windgeschwindigkeit_90m
# Unit: m/s
# Titles:
Time	Value	Minimum	Maximum	Variance	Quality
# Data:
2013-12-20 00:00:00	11.42	9.34	12.64	.52	2
2013-12-20 00:10:00	10.96	9.34	12.64	.5	2
2013-12-20 00:20:00	10.85	8.98	13.15	.84	2
2013-12-20 00:30:00	11.34	9.29	13.3	.63	2
2013-12-20 00:40:00	10.97	9.18	12.43	.58	2
2013-12-20 00:50:00	11.21	9.44	12.74	.64	2
2013-12-20 01:00:00	11.51	10.05	13.09	.66	2
2013-12-20 01:10:00	11.59	9.89	14.01	.8	2
2013-12-20 01:20:00	12.77	10.56	14.57	.69	2
2013-12-20 01:30:00	12.53	10.05	14.16	.73	2
2013-12-20 01:40:00	12.4	10.5	14.26	.68	2
2013-12-20 01:50:00	12.59	10.76	14.77	.77	2
2013-12-20 02:00:00	12.36	10.56	15.28	.77	2
2013-12-20 02:10:00	12.91	10.2	14.97	.87	2
2013-12-20 02:20:00	12.9	10	14.97	.86	2
2013-12-20 02:30:00	13.89	11.93	16.19	.77	2
2013-12-20 02:40:00	14.07	11.57	16.29	.77	2
2013-12-20 02:50:00	13.2	11.06	15.48	.83	2
2013-12-20 03:00:00	14.07	11.62	16.6	.91	2
2013-12-20 03:10:00	14.16	12.03	16.19	.76	2
2013-12-20 03:20:00	14.19	11.67	16.7	.9	2
2013-12-20 03:30:00	13.57	10.71	16.7	.96	2
2013-12-20 03:40:00	14.57	11.72	16.65	.8	2
2013-12-20 03:50:00	14.31	11.77	16.7	.96	2
2013-12-20 04:00:00	14.55	11.82	17.92	1.07	2
2013-12-20 04:10:00	15.26	12.18	18.63	1.14	2
2013-12-20 04:20:00	15.29	12.64	18.38	.93	2
2013-12-20 04:30:00	15.23	12.38	18.12	.86	2
2013-12-20 04:40:00	15.08	12.03	17.77	1.03	2
2013-12-20 04:50:00	14.73	12.69	17.97	.88	2
2013-12-20 05:00:00	14.33	11.82	16.29	.87	2
2013-12-20 05:10:00	13.64	11.27	15.43	.75	2
2013-12-20 05:20:00	14.15	11.98	15.99	.66	2
2013-12-20 05:30:00	14.77	12.33	16.95	.85	2
2013-12-20 05:40:00	14.48	11.82	16.4	.88	2
2013-12-20 05:50:00	14.53	11.72	16.8	.9	2
2013-12-20 06:00:00	14.62	11.47	17.01	.77	2
2013-12-20 06:10:00	14.9	11.32	17.56	1.07	2
2013-12-20 06:20:00	13.5	10.86	16.29	1	2
2013-12-20 06:30:00	14.01	12.13	15.89	.73	2
2013-12-20 06:40:00	11.83	10.2	14.11	.66	2
2013-12-20 06:50:00	11.69	9.64	13.86	.84	2
2013-12-20 07:00:00	12.67	10.5	14.21	.67	2
2013-12-20 07:10:00	12.97	10.5	15.08	.97	2
2013-12-20 07:20:00	14.24	12.23	15.74	.59	2
2013-12-20 07:30:00	13.49	10.56	15.38	.84	2
2013-12-20 07:40:00	13.72	10.96	15.58	.91	2
2013-12-20 07:50:00	14.42	12.74	15.79	.63	2
2013-12-20 08:00:00	14.16	12.33	16.04	.76	2
2013-12-20 08:10:00	14.64	11.77	16.14	.86	2
2013-12-20 08:20:00	14.15	12.23	15.99	.66	2
2013-12-20 08:30:00	13.89	11.01	15.58	.88	2
2013-12-20 08:40:00	14.63	11.62	16.85	.93	2
2013-12-20 08:50:00	14.17	11.22	15.84	.82	2
2013-12-20 09:00:00	14.52	12.23	16.04	.6	2
2013-12-20 09:10:00	14	11.98	15.68	.61	2
2013-12-20 09:20:00	12.92	10.66	15.48	.91	2
2013-12-20 09:30:00	14.33	12.23	15.79	.57	2
2013-12-20 09:40:00	14.22	11.98	15.68	.52	2
2013-12-20 09:50:00	14.74	12.64	16.29	.57	2
2013-12-20 10:00:00	14.73	12.79	15.99	.55	2
2013-12-20 10:10:00	14.83	12.69	16.24	.58	2
2013-12-20 10:20:00	13.57	11.01	15.89	.87	2
2013-12-20 10:30:00	14.94	12.69	16.8	.86	2
2013-12-20 10:40:00	15.81	12.59	17.56	.93	2
2013-12-20 10:50:00	15.4	12.89	17.11	.76	2
2013-12-20 11:00:00	15.95	13.09	17.72	.84	2
2013-12-20 11:10:00	14.48	11.88	17.01	1.06	2
2013-12-20 11:20:00	14.78	11.82	16.75	.98	2
2013-12-20 11:30:00	14.43	10.76	16.95	1.16	2
2013-12-20 11:40:00	15.17	11.27	17.92	1.59	2
2013-12-20 11:50:00	16.66	13.86	18.38	.69	2
2013-12-20 12:00:00	16.52	12.59	18.48	1.08	2
2013-12-20 12:10:00	15.04	12.08	17.16	1.24	2
2013-12-20 12:20:00	15.26	12.89	17.36	.83	2
2013-12-20 12:30:00	15.93	12.59	18.63	1	2
2013-12-20 12:40:00	16.52	13.4	19.34	1.07	2
2013-12-20 12:50:00	15.63	12.74	17.87	.99	2
2013-12-20 13:00:00	15.31	12.23	17.26	.9	2
2013-12-20 13:10:00	15.68	13.09	17.87	.89	2
2013-12-20 13:20:00	16.16	13.2	18.12	.78	2
2013-12-20 13:30:00	14.94	11.98	17.11	.82	2
2013-12-20 13:40:00	16.08	12.89	17.82	.78	2
2013-12-20 13:50:00	15.9	13.35	18.33	1.24	2
2013-12-20 14:00:00	16.61	13.6	18.53	.97	2
2013-12-20 14:10:00	15.83	12.69	18.63	1.22	2
2013-12-20 14:20:00	14.7	11.93	17.06	1.13	2
2013-12-20 14:30:00	15.96	13.4	18.12	.88	2
2013-12-20 14:40:00	16.32	12.94	18.88	1.13	2
2013-12-20 14:50:00	16.94	14.31	18.48	.72	2
2013-12-20 15:00:00	16	13.09	18.43	.94	2
2013-12-20 15:10:00	15.96	13.04	17.82	.86	2
2013-12-20 15:20:00	14.92	12.18	17.16	.92	2
2013-12-20 15:30:00	15.21	12.69	17.61	1.08	2
2013-12-20 15:40:00	14.46	11.72	16.19	.88	2
2013-12-20 15:50:00	14.55	11.88	16.5	.76	2
2013-12-20 16:00:00	15.34	13.04	17.41	.82	2
2013-12-20 16:10:00	15.42	12.43	17.61	1.07	2
2013-12-20 16:20:00	15.02	12.03	17.16	1.04	2
2013-12-20 16:30:00	15.03	12.23	17.06	1.09	2
2013-12-20 16:40:00	14.99	11.77	17.46	1.21	2
2013-12-20 16:50:00	15.94	13.2	18.48	.95	2
2013-12-20 17:00:00	15.57	12.84	18.88	1.51	2
2013-12-20 17:10:00	16.54	13.04	19.29	1.08	2
2013-12-20 17:20:00	17.29	13.09	19.8	1.34	2
2013-12-20 17:30:00	16.58	13.15	18.78	1	2
2013-12-20 17:40:00	17.24	13.55	19.49	1.14	2
2013-12-20 17:50:00	17.21	13.7	19.8	1.18	2
2013-12-20 18:00:00	15.98	11.93	18.53	1.16	2
2013-12-20 18:10:00	17.01	13.86	19.54	1.1	2
2013-12-20 18:20:00	16.78	13.65	19.75	1.1	2
2013-12-20 18:30:00	16.85	13.5	19.6	1.11	2
2013-12-20 18:40:00	17.2	14.26	20.21	1.28	2
2013-12-20 18:50:00	16.8	13.3	20.41	1.55	2
2013-12-20 19:00:00	17.34	14.06	19.95	1.16	2
2013-12-20 19:10:00	18.02	14.92	20.51	1.12	2
2013-12-20 19:20:00	18.22	14.77	21.42	1.09	2
2013-12-20 19:30:00	17.7	14.36	20.81	1.17	2
2013-12-20 19:40:00	16.91	14.72	19.6	.9	2
2013-12-20 19:50:00	17.09	14.11	20.26	.88	2
2013-12-20 20:00:00	17.36	13.65	20.15	1.05	2
2013-12-20 20:10:00	17.89	15.02	20.92	.98	2
2013-12-20 20:20:00	16.63	13.45	20.21	1.35	2
2013-12-20 20:30:00	17.55	15.02	20.1	.9	2
2013-12-20 20:40:00	17.57	14.92	20.26	.96	2
2013-12-20 20:50:00	17.33	13.6	20.41	1.17	2
2013-12-20 21:00:00	17.06	13.4	21.63	1.33	2
